Cat_SMILES,Cat_MW,Cat_Rad_Gyr,Cat_Len_x,Cat_Len_y,Cat_Len_z,Cat_MPP,Cat_SDP
OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCOCc3ccccc3)(CC1)CC2,428.58684,4.55817467,10.863,16.035,9.123,1.614019,6.827166
C[N+]1(CC2CC2)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,358.452118,3.98376194,9.775,13.869,10.048,1.591417,7.570512
Cc1cc2nc3ccc(N(C)C)cc3[s+]c2cc1N,270.372988,3.69394868,15.255,7.84,5.401,0.490606,2.884471
C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21,502.73341,5.60046768,10.868,19.228,10.218,1.727657,7.960713
Cc1c(-c2ccccc2)n(/N=N/n2c(-c3ccccc3)c(C)[n+]3ccccc23)c2cccc[n+]12,444.531402,4.11273398,14.383,7.625,13.743,1.256021,5.115904
C[N+]1(CCC(O)(c2ccccc2)C2CCCCC2)CCCC1,302.47493,3.54400228,13.821,11.547,6.754,1.197513,4.370049
O=C([O-])C(O)C(O)C(=O)[O-],148.071136,2.10585727,7.638,5.766,6.585,0.938982,2.893005
CC[N+](C)(CC)CCOC(c1ccccc1)c1ccccc1,298.443167,3.90945593,7.577,14.362,10.523,1.286608,5.249854
COc1ccc2[nH]c3ccc4cc[n+](CCN5CCC(C6CCN(CC[n+]7ccc8ccc9[nH]c%10ccc(OC)cc%10c9c8c7)CC6)CC5)cc4c3c2c1.CS(=O)(=O)O.CS(=O)(=O)O,911.14092,8.19717246,26.2,16.441,12.849,2.619467,10.016396
Cc1cc2c3ccccc3[n+]1CCCCCCCCCC[n+]1c(C)cc(c3ccccc31)NCCCCCCCCCCN2,594.916812,5.75152282,19.215,12.787,8.666,1.232915,6.169207
CN(C)C(=O)Oc1ccc[n+](Cc2ccccc2)c1,257.308248,3.62644356,9.854,14.289,6.761,1.039345,4.202854
CC[N+](C)(C)CCC(C(N)=O)(c1ccccc1)c1ccccc1,311.44193,3.44680399,13.494,8.827,11.43,1.387729,6.627655
C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](OC(C)=O)[C@@H](N6CCCCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(=O)CC)CCCCC1,597.89264,5.0224244,12.287,18.391,10.464,1.719909,8.295217
CCCCCCCCCCCCNC(=O)C[N+](C)(C)Cc1ccccc1,361.585308,6.39949356,24.671,6.962,8.663,1.126992,4.670228
COC1=C(OC)C(=O)C(CCCCCCCCCC[P+](c2ccccc2)(c2ccccc2)c2ccccc2)=C(C)C1=O,583.718003,6.66487091,10.267,22.719,11.799,1.95163,8.130108
C[N+]12CCCCC1CCC(=C(c1cccs1)c1cccs1)C2,330.530838,3.45733033,6.816,13.292,10.242,1.105993,3.939474
C[n+]1ccccc1/C=N/O,137.159429,2.35557681,8.149,10.379,4.213,0.29416,1.812976
c1ccc2c[n+](CCCCCCCCCCCCCCCC[n+]3ccc4ccccc4c3)ccc2c1,482.743702,10.3141319,34.43,7.05,7.34,1.077848,4.703258
CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)c1cccs1,348.480147,3.84383959,11.069,14.751,7.697,1.384589,5.658329
CC[N+]1(C)CCc2ccccc2C1,176.278468,2.61653729,6.156,7.752,11.648,0.897057,3.71294
CCCCCCCCCCCCCCCC[N+](C)(C)C,284.544197,6.18805172,9.156,22.263,6.338,0.99052,3.935775
CCCCCCC[N+](CC)(CC)CCCCc1ccc(Cl)cc1,338.978903,5.66597544,8.986,7.961,21.911,1.189351,4.752202
CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1,334.559928,6.01275469,22.996,9.708,6.559,1.006848,4.199111
CCC[N+]12[C@H](O)[C@@H](CC)[C@@H]3C[C@H]1[C@@H]1N(C)c4ccccc4[C@]14C[C@H]2[C@@H]3[C@H]4O,369.521187,3.50991418,11.259,8.474,13.872,1.528745,5.859423
CC[N+](C)(C)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,328.426096,3.86968968,15.287,11.606,7.65,1.251184,5.418938
C[N+](C)(C)CCOC(=O)NCCCCCCNC(=O)OCC[N+](C)(C)C,376.535309,5.82620413,21.078,9.801,6.99,1.169787,4.510617
C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](OC(C)=O)[C@@H](N6CCCCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(=O)CC)CCCCC1,597.89264,4.86975009,12.645,17.692,9.668,1.658532,6.890208
C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)c2cccs2)C1,332.437648,3.33922027,10.058,13.783,7.845,1.422732,5.231637
CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,304.533906,4.6994602,10.756,7.392,17.285,1.238595,5.009679
CC[n+]1c(-c2ccc(-c3ccccc3)cc2)csc1/C=C/c1ccc(N2CCCC2)cc1,437.619817,6.2228434,10.087,24.136,6.779,1.092418,4.341861
COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@@H]3N(C)CC2)CC[N+]1(C)C,609.732635,4.33088008,16.889,10.316,13.398,16.889,13.398
CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21,340.436831,3.39247652,8.222,10.921,11.59,1.446685,5.903689
C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21,502.73341,5.77281153,10.676,18.234,11.42,1.874622,8.352596
COc1ccc2[nH]c3ccc4cc[n+](CCN5CCC(C6CCN(CC[n+]7ccc8ccc9[nH]c%10ccc(OC)cc%10c9c8c7)CC6)CC5)cc4c3c2c1,718.929918,8.09806356,7.941,13.652,28.254,1.178393,5.459768
C=C1C[N+]2(CCCCC2)Cc2c1oc1c(OC)c3occc3c(OC)c1c2=O,382.430496,3.9757175,7.359,15.793,11.342,1.041301,4.950977
C[N+]1(CCOC(=O)C(O)(c2ccccc2)c2ccccc2)CCCC1,340.436831,4.02299717,7.059,11.153,14.729,1.278946,4.651587
C[N+](C)(C)CCCCC[N+](C)(C)C,188.353842,3.73812841,14.312,5.763,6.657,1.076192,4.25731
Cc1cc(C(C)(C)CC(C)(C)C)ccc1OCCOCC[N+](C)(C)Cc1ccccc1,426.655511,5.76381234,10.931,19.551,8.807,1.481729,6.43137
CN(C)c1ccc(/C=C/c2scc(-c3ccc(-c4ccccc4)cc3)[n+]2C)cc1,397.555846,6.04073646,6.093,23.845,8.78,0.786557,3.183963
C[n+]1ccccc1C=NO,137.159429,2.35562378,8.149,10.379,4.212,0.294059,1.812356
CCCCCCCCCCCCCCCC[N+](C)(CCCN1C(C)CCC1C)CCCN1C(C)CCC1C,534.9676,5.07109437,12.255,9.564,17.218,1.641415,7.198356
CC[N+](C)(C)CCN(C)CC[N+](C)(C)CC,231.421721,3.65224443,6.447,8.362,14.427,1.14109,4.088137
C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,304.404624,3.45715733,12.295,10.273,7.364,1.28857,4.955512
Cc1cc(Nc2ccc3c(c2)c(-c2ccc(N)cc2)[n+](C)c2cc(N)ccc32)nc(N)[n+]1C,437.540456,4.909531,17.665,14.499,7.228,1.031163,4.662145
CCCCCCCCCCCCCCCC[N+](C)(CCCN1C(C)CCC1C)CCCN1C(C)CCC1C,534.9676,5.4699913,12.617,15.042,19.418,2.458841,10.252903
CC[N+]1(C)[C@@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,332.414765,3.93634992,6.749,16.164,9.281,1.217926,4.411918
Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1,382.521584,5.42330344,20.973,8.895,7.142,1.137248,4.782413
Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21,456.66652,3.72724601,10.465,10.451,13.032,1.804104,8.175204
CC[N+](CC)(CCCNC1=CC(=O)C(NCCC[N+](CC)(CC)Cc2ccccc2)=CC1=O)Cc1ccccc1,546.787681,6.16575296,13.12,8.79,20.866,1.333763,6.373314
CCC[N+]12[C@H](O)[C@@H](CC)[C@@H]3C[C@H]1[C@@H]1N(C)c4ccccc4[C@]14C[C@H]2[C@@H]3[C@H]4O,369.521187,3.51074836,11.236,8.509,13.843,1.525953,5.936339
CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,412.628894,6.05677464,6.688,21.888,9.174,1.190172,4.291888
CC1CCC(C(C)C)C(OC(=O)C[N+](C)(C)CCCCCCCCCC[N+](C)(C)CC(=O)OC2CC(C)CCC2C(C)C)C1,623.006606,8.85473706,10.973,10.678,29.317,1.728408,8.219464
C[N+]1(C)CCCCC1COC(=O)C(O)(c1ccccc1)c1ccccc1,354.463449,3.79708168,7.257,10.91,14.336,1.349694,4.992756
CCC[N+]1(C)[C@@H]2CC[C@H]1CC(OC1c3ccccc3CSc3ccccc31)C2,394.593397,3.87112063,14.365,12.008,7.503,1.248531,4.814442
CCCCCCCCCCCCCCCC[N+](C)(C)C[C@H](OC)[C@H](C[N+](C)(C)CCCCCCCCCCCCCCCC)OC,655.177792,8.50255645,14.124,10.39,31.499,1.861463,8.002589
CCOC(=O)C(C(=O)OC1CC2CCC(C1)[N+]2(C)C)c1ccccc1,346.441382,3.80130531,10.189,15.781,7.352,1.209237,4.9625
CNCC(=O)OCc1cccnc1N(C)C(=O)OC(C)[n+]1cnn(C[C@](O)(c2cc(F)ccc2F)[C@@H](C)c2nc(-c3ccc(C#N)cc3)cs2)c1,717.765927,6.20656503,21.386,18.179,8.811,1.289071,6.159398
CCCCCCCCCCC(=O)OC[N+]1=CN(C)CC1,283.430154,4.38813567,6.276,15.366,10.522,0.99626,3.833985
Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1.Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1,765.043168,5.39180009,20.914,14.565,10.819,2.041781,8.389569
Cc1c2cc[n+](C)cc2c(C)c2c1[nH]c1ccc(O)cc12,277.34105,3.57352148,9.441,14.755,4.203,0.35637,1.80297
C[N+]1(C)[C@@H]2CC[C@H]1C[C@H](CC(C#N)(c1ccccc1)c1ccccc1)C2,345.50135,3.77489824,14.178,8.134,11.638,1.279278,5.418415
CO[C@H]1C[C@@H]2C[C@H](OC(=O)C(O)(c3ccccc3)c3ccccc3)C[C@H]1[N+]2(C)C,396.500207,3.7530607,8.5,14.195,10.957,1.657406,6.210055
Cc1cc(-c2ccccc2)n[n+](CCCC(=O)O)c1N,272.322892,3.68264774,9.61,15.248,5.958,0.768892,3.639789
C[N+]1(Cc2ccc(-c3ccccc3)cc2)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,456.596981,5.53142003,8.871,21.143,10.027,1.43197,6.528289
C[N+]12CCC(CC1)C(OCC(O)(c1ccccc1)C1CCCC1)C2,330.485071,3.72531976,11.788,6.944,13.51,1.214515,4.543244
CCC[N+]1(C)[C@@H]2CC[C@H]1CC(OC1c3ccccc3CSc3ccccc31)C2,394.593397,3.84859325,11.252,7.84,14.588,1.326619,5.199113
